timestamp,a0x,a0y,a0z,g0x,g0y,g0z,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z,a5x,a5y,a5z,g5x,g5y,g5z
223,0.63,7.95,-6.61,0.40,0.33,0.01,-3.66,-6.65,11.06,0.32,0.35,0.49,-0.06,-10.12,3.07,0.50,-0.08,-0.04,-0.07,-10.08,3.50,0.46,-0.07,-0.01,1.27,-10.14,4.28,0.42,-0.10,-0.10,2.05,-10.43,1.64,0.43,-0.02,-0.17
243,1.07,7.63,-6.85,0.35,0.43,-0.03,-4.63,-6.48,11.53,0.20,0.16,0.45,-0.53,-10.19,3.51,0.36,-0.18,-0.07,-0.55,-10.17,3.95,0.34,-0.20,-0.04,1.16,-10.24,4.76,0.29,-0.19,-0.12,2.26,-10.44,1.78,0.24,-0.15,-0.21
263,1.28,7.57,-7.03,0.26,0.41,-0.05,-4.78,-6.50,11.54,0.07,-0.09,0.36,0.12,-10.31,3.68,0.18,-0.27,-0.13,0.30,-10.21,3.95,0.17,-0.27,-0.09,1.92,-10.17,4.33,0.11,-0.23,-0.11,2.87,-10.58,1.63,0.05,-0.22,-0.17
283,1.57,7.71,-7.11,0.16,0.33,-0.06,-4.00,-6.47,11.39,0.08,-0.14,0.14,0.53,-10.49,3.22,0.05,-0.25,-0.08,0.68,-10.35,3.25,0.05,-0.23,-0.05,2.02,-10.27,3.50,0.02,-0.18,-0.05,2.81,-10.58,1.14,-0.01,-0.18,-0.09
303,1.72,7.74,-6.97,0.07,0.22,-0.06,-3.62,-6.28,11.60,0.01,-0.12,0.11,0.64,-10.41,2.63,0.04,-0.13,-0.05,0.76,-10.28,2.75,0.04,-0.13,-0.03,2.00,-10.13,3.12,0.03,-0.10,-0.03,2.77,-10.43,0.68,-0.01,-0.06,-0.04
323,1.50,7.65,-6.70,0.02,0.14,-0.05,-3.55,-6.59,11.14,-0.04,-0.13,0.03,0.56,-10.23,2.40,0.01,-0.01,-0.02,0.64,-10.09,2.65,-0.00,-0.02,-0.01,1.78,-9.94,3.11,0.01,-0.05,-0.00,2.51,-10.29,0.49,-0.02,-0.00,0.02
343,1.47,7.64,-6.65,0.00,0.13,-0.06,-3.15,-6.31,11.09,-0.03,-0.07,-0.01,0.27,-10.03,2.06,-0.03,-0.01,0.02,0.35,-9.95,2.21,-0.03,-0.05,0.02,1.45,-9.87,2.85,-0.03,-0.07,0.03,2.27,-10.08,0.18,-0.03,-0.07,0.03
363,1.51,7.56,-6.68,0.01,0.12,-0.07,-3.14,-6.15,11.06,-0.09,-0.11,0.05,0.24,-9.86,1.95,-0.03,-0.11,0.02,0.40,-9.78,2.17,-0.03,-0.12,0.03,1.55,-9.65,2.75,-0.03,-0.11,0.03,2.35,-9.95,0.36,-0.01,-0.13,0.03
383,1.56,7.39,-6.61,0.03,0.06,-0.06,-3.24,-6.42,10.64,-0.06,-0.10,0.06,0.28,-9.88,2.01,-0.02,-0.15,0.05,0.42,-9.77,2.21,-0.01,-0.16,0.06,1.50,-9.67,2.77,-0.01,-0.13,0.06,2.26,-9.93,0.59,-0.00,-0.11,0.05
403,1.44,7.34,-6.57,0.03,-0.00,-0.04,-3.05,-6.22,10.77,-0.08,-0.05,0.06,0.10,-9.75,2.11,0.02,-0.07,0.04,0.15,-9.68,2.11,0.02,-0.08,0.05,1.20,-9.68,2.67,0.03,-0.05,0.04,1.97,-9.79,0.59,0.03,0.00,0.01
422,1.53,7.43,-6.49,0.03,-0.06,-0.00,-3.25,-6.49,10.59,-0.02,-0.02,0.04,-0.01,-9.64,2.06,0.06,0.02,-0.01,0.03,-9.65,2.06,0.06,0.00,-0.01,1.13,-9.65,2.71,0.06,-0.00,-0.03,1.95,-9.74,0.29,0.02,0.06,-0.06
442,1.61,7.63,-6.25,0.03,-0.10,0.02,-2.89,-6.35,10.91,0.04,-0.02,-0.02,-0.01,-9.67,1.80,0.06,0.02,-0.07,0.15,-9.71,1.98,0.06,-0.03,-0.07,1.31,-9.70,2.54,0.05,-0.04,-0.07,2.25,-9.89,-0.05,-0.01,-0.02,-0.08
462,1.59,7.75,-6.15,-0.01,-0.18,0.06,-2.86,-6.34,10.93,0.00,-0.07,0.04,0.56,-9.88,1.77,0.01,-0.07,-0.07,0.80,-9.75,2.00,0.02,-0.10,-0.06,1.99,-9.60,2.52,0.01,-0.10,-0.04,2.65,-9.96,-0.09,-0.05,-0.09,-0.02
482,1.58,7.54,-6.04,-0.05,-0.19,0.06,-2.72,-6.21,11.00,-0.00,-0.05,-0.03,0.85,-9.85,1.70,-0.03,-0.12,-0.00,1.06,-9.72,1.92,-0.02,-0.15,0.01,2.08,-9.60,2.29,-0.02,-0.10,0.03,2.62,-9.82,-0.14,-0.04,-0.10,0.03
502,1.73,7.72,-5.94,-0.09,-0.20,0.02,-2.56,-5.99,11.35,-0.06,-0.07,-0.00,1.02,-9.83,1.64,-0.04,-0.08,0.02,1.19,-9.78,1.98,-0.04,-0.09,0.02,2.25,-9.69,2.33,-0.05,-0.10,0.02,2.78,-9.78,-0.43,-0.06,-0.10,0.02
522,1.79,7.69,-5.62,-0.14,-0.01,-0.06,-2.59,-5.64,11.90,-0.07,-0.14,0.04,1.24,-9.80,1.45,-0.08,-0.13,0.02,1.53,-9.69,1.85,-0.10,-0.21,0.03,2.65,-9.49,2.24,-0.10,-0.23,0.05,2.86,-9.72,-0.82,-0.08,-0.26,0.05
542,2.17,9.00,-5.56,-0.17,0.07,-0.23,-1.85,-5.76,11.76,-0.22,-0.30,0.01,1.39,-9.98,0.93,-0.16,-0.36,0.08,1.89,-9.87,1.23,-0.17,-0.42,0.11,2.68,-9.68,1.27,-0.14,-0.37,0.15,3.17,-10.03,-1.42,-0.08,-0.39,0.12
563,1.97,7.78,-6.00,-0.11,-0.04,-0.17,-1.52,-5.71,11.37,-0.31,-0.30,0.19,1.55,-10.20,0.37,-0.10,-0.43,0.17,1.89,-10.01,0.71,-0.09,-0.45,0.21,2.68,-9.71,1.08,-0.02,-0.42,0.26,3.12,-10.31,-1.01,0.06,-0.39,0.20
582,1.50,7.78,-6.32,-0.08,-0.10,-0.23,-2.02,-6.03,11.00,-0.42,-0.13,0.35,1.18,-10.11,1.50,0.06,-0.33,0.31,1.36,-9.91,1.59,0.02,-0.32,0.35,2.14,-9.70,1.92,0.11,-0.27,0.35,2.71,-10.07,0.15,0.22,-0.24,0.30
602,1.34,7.78,-6.56,-0.04,-0.11,-0.28,-3.14,-6.58,10.50,-0.33,0.06,0.29,0.28,-9.94,2.19,0.14,-0.17,0.38,0.28,-9.79,2.45,0.08,-0.17,0.39,1.36,-9.77,3.16,0.19,-0.20,0.38,2.03,-10.08,0.83,0.29,-0.13,0.30
622,1.16,7.32,-7.08,-0.01,-0.11,-0.28,-3.96,-6.41,10.77,-0.33,0.08,0.34,-0.51,-9.89,2.72,0.14,-0.15,0.35,-0.62,-9.90,3.05,0.09,-0.19,0.36,0.67,-9.96,4.09,0.19,-0.24,0.32,1.85,-10.06,1.62,0.21,-0.20,0.23
642,1.14,7.18,-7.27,-0.01,-0.07,-0.29,-4.81,-6.46,10.98,-0.27,-0.04,0.34,-0.84,-9.77,3.58,0.10,-0.32,0.24,-0.95,-9.81,3.88,0.06,-0.36,0.25,0.65,-9.91,4.88,0.10,-0.36,0.21,1.75,-10.02,1.96,0.10,-0.38,0.12
663,0.86,7.40,-7.10,-0.04,-0.07,-0.26,-4.91,-6.39,10.99,-0.26,-0.24,0.28,-0.51,-9.68,3.91,-0.03,-0.46,0.14,-0.50,-9.65,4.08,-0.06,-0.47,0.16,1.13,-9.69,4.75,-0.03,-0.42,0.15,2.22,-10.07,1.75,-0.04,-0.47,0.08
683,0.74,7.23,-6.85,-0.08,0.06,-0.28,-4.45,-6.41,10.60,-0.34,-0.38,0.15,0.07,-9.74,3.22,-0.16,-0.44,0.13,0.14,-9.64,3.16,-0.17,-0.43,0.15,1.36,-9.55,3.54,-0.12,-0.40,0.18,2.26,-9.91,0.96,-0.09,-0.42,0.14
703,0.50,7.02,-6.73,-0.14,0.35,-0.36,-3.46,-6.12,10.46,-0.29,-0.35,0.07,0.27,-9.28,2.53,-0.09,-0.37,0.14,0.15,-9.43,2.43,-0.15,-0.36,0.14,1.24,-9.37,2.84,-0.10,-0.34,0.16,2.11,-9.67,0.59,-0.05,-0.35,0.16
723,1.41,7.08,-6.63,-0.13,0.17,-0.31,-3.18,-6.18,10.37,-0.27,-0.28,0.10,0.27,-9.49,2.13,-0.13,-0.31,0.13,0.41,-9.39,2.25,-0.13,-0.32,0.14,1.55,-9.27,2.92,-0.06,-0.35,0.15,2.29,-9.52,0.39,-0.05,-0.38,0.15
743,1.10,7.20,-6.31,-0.12,0.18,-0.32,-3.28,-5.74,10.71,-0.24,-0.29,0.14,0.36,-9.36,2.29,-0.10,-0.37,0.14,0.44,-9.26,2.45,-0.13,-0.39,0.16,1.54,-9.15,3.04,-0.06,-0.37,0.18,2.18,-9.46,0.52,-0.02,-0.42,0.17
763,0.89,7.17,-6.25,-0.08,0.26,-0.33,-3.03,-6.05,10.36,-0.33,-0.34,0.14,-0.06,-9.31,2.05,-0.04,-0.43,0.15,-0.06,-9.32,2.01,-0.12,-0.42,0.16,0.84,-9.31,2.69,-0.03,-0.41,0.18,1.60,-9.42,0.32,0.01,-0.41,0.13
783,0.71,7.27,-6.24,-0.04,0.46,-0.36,-3.03,-6.29,10.21,-0.30,-0.36,0.25,-0.57,-9.13,1.75,0.09,-0.43,0.07,-0.55,-9.13,1.72,-0.03,-0.43,0.10,0.41,-9.17,2.58,0.05,-0.40,0.08,1.24,-9.28,0.19,0.04,-0.39,0.07
802,1.53,7.23,-6.24,0.00,0.59,-0.34,-2.98,-6.75,9.59,-0.27,-0.44,0.25,-0.60,-9.29,1.48,0.01,-0.38,0.02,-0.48,-9.45,1.40,-0.01,-0.40,0.03,0.43,-9.44,2.21,0.08,-0.41,0.04,1.75,-9.72,0.67,0.05,-0.39,-0.03
822,0.70,7.29,-6.50,0.05,0.24,-0.17,-2.99,-6.85,9.58,-0.05,-0.21,0.29,-0.34,-9.47,2.19,0.06,-0.38,0.02,-0.32,-9.47,2.21,0.08,-0.36,0.04,0.76,-9.41,2.99,0.11,-0.29,0.01,1.34,-9.89,0.76,0.14,-0.28,0.02
842,0.70,7.34,-6.69,0.06,0.24,-0.10,-3.75,-6.79,9.90,-0.07,-0.14,0.26,-0.69,-9.68,2.62,0.09,-0.24,0.04,-0.69,-9.69,2.64,0.07,-0.23,0.04,0.37,-9.80,3.41,0.09,-0.19,0.04,1.31,-10.21,1.66,0.10,-0.13,-0.00
862,0.52,7.52,-7.03,0.07,-0.15,0.03,-3.89,-7.48,9.64,-0.02,0.01,0.12,-1.02,-9.95,3.00,0.10,-0.07,0.00,-0.97,-10.01,2.89,0.09,-0.05,0.00,0.31,-10.11,3.64,0.09,-0.01,-0.01,1.43,-10.42,1.58,0.11,0.02,-0.06
882,0.10,7.58,-6.88,0.03,-0.32,0.08,-4.26,-7.07,10.42,0.11,0.10,0.04,-0.92,-9.94,3.17,0.12,0.06,-0.06,-0.90,-9.85,3.34,0.09,0.04,-0.04,0.54,-9.87,4.25,0.06,0.06,-0.07,1.46,-10.08,1.47,0.02,0.06,-0.08
902,0.18,7.25,-6.17,-0.04,-0.11,-0.05,-4.09,-6.63,10.64,-0.02,-0.08,-0.07,-0.58,-9.47,3.20,-0.03,0.03,-0.09,-0.55,-9.46,3.12,-0.06,-0.00,-0.09,0.84,-9.48,3.82,-0.09,-0.01,-0.08,1.70,-9.77,0.99,-0.18,-0.04,-0.05
922,0.90,7.63,-6.17,-0.08,-0.20,0.03,-3.27,-6.84,10.19,-0.07,-0.19,-0.20,-0.23,-9.46,2.29,-0.13,-0.06,-0.13,-0.04,-9.56,2.14,-0.16,-0.07,-0.10,1.17,-9.48,2.86,-0.15,-0.05,-0.07,1.79,-9.74,0.00,-0.23,-0.09,-0.07
942,0.94,7.41,-5.88,-0.15,-0.20,0.11,-2.85,-6.07,10.67,0.01,-0.19,-0.20,0.53,-9.20,2.00,-0.08,-0.12,-0.13,0.71,-9.22,1.97,-0.11,-0.14,-0.07,1.80,-8.99,2.48,-0.12,-0.04,-0.06,2.05,-9.23,-0.28,-0.20,-0.11,-0.05
962,1.24,7.44,-5.26,-0.19,0.01,0.08,-2.07,-6.07,10.45,-0.11,-0.26,-0.27,0.77,-9.05,1.41,-0.12,-0.07,-0.09,0.83,-9.07,1.26,-0.16,-0.08,-0.06,1.63,-8.98,1.75,-0.15,-0.04,-0.03,2.28,-9.09,-0.91,-0.20,-0.11,-0.05
982,1.33,7.56,-5.31,-0.18,0.22,0.09,-1.67,-6.07,10.47,-0.06,-0.27,-0.21,0.65,-9.27,0.51,-0.08,-0.09,-0.12,0.82,-9.18,0.59,-0.01,-0.13,-0.08,1.45,-9.16,1.07,-0.10,-0.10,-0.03,1.96,-9.59,-1.39,0.01,-0.18,-0.09
