timestamp,a0x,a0y,a0z,g0x,g0y,g0z,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z,a5x,a5y,a5z,g5x,g5y,g5z
504,8.71,1.94,-3.88,0.02,-0.03,-0.03,-5.61,-3.85,-2.99,0.07,-0.03,0.01,-2.05,-0.30,10.41,-0.04,-0.07,0.05,-3.32,1.78,8.91,0.02,-0.03,0.04,-1.16,2.70,9.29,0.11,-0.00,0.03,-1.15,-1.50,8.96,-0.01,-0.08,0.01
524,8.64,1.87,-3.84,0.03,-0.00,0.05,-5.39,-3.76,-2.83,0.14,-0.10,0.00,-1.84,-0.45,10.15,-0.06,-0.16,0.02,-2.98,1.64,8.78,0.03,-0.12,0.02,-0.85,2.55,9.18,0.10,-0.07,0.01,-0.84,-1.59,8.88,-0.01,-0.13,-0.04
545,8.58,1.71,-3.85,0.01,-0.02,0.11,-5.31,-3.60,-2.62,0.18,-0.12,0.04,-1.42,-0.46,10.06,-0.03,-0.18,-0.02,-2.58,1.71,8.83,0.07,-0.12,-0.01,-0.47,2.60,9.27,0.13,-0.07,-0.04,-0.54,-1.61,9.07,0.03,-0.11,-0.08
565,8.62,1.57,-3.98,-0.03,-0.04,0.11,-5.46,-3.58,-2.61,0.16,-0.08,0.08,-1.14,-0.27,10.30,0.00,-0.14,-0.05,-2.43,2.02,9.10,0.10,-0.08,-0.05,-0.26,2.89,9.60,0.15,0.00,-0.11,-0.38,-1.54,9.52,0.05,-0.02,-0.11
586,8.87,1.60,-4.20,-0.06,-0.03,0.07,-5.88,-3.72,-2.83,0.13,-0.02,0.08,-1.22,-0.13,10.81,0.00,-0.08,-0.06,-2.64,2.23,9.55,0.09,-0.03,-0.08,-0.39,3.07,10.06,0.14,0.06,-0.15,-0.50,-1.62,9.94,0.05,0.03,-0.11
606,9.35,1.72,-4.45,-0.06,0.00,0.05,-6.28,-3.99,-3.22,0.12,0.02,0.06,-1.50,-0.15,11.33,-0.01,-0.05,-0.06,-2.98,2.27,9.94,0.07,-0.03,-0.08,-0.62,3.18,10.42,0.13,0.06,-0.15,-0.66,-1.63,10.24,0.03,0.03,-0.12
626,9.67,1.72,-4.52,-0.02,0.03,0.08,-6.55,-4.24,-3.43,0.16,0.01,0.05,-1.60,-0.12,11.62,-0.04,-0.09,-0.06,-3.07,2.37,10.15,0.04,-0.06,-0.08,-0.61,3.26,10.55,0.08,0.01,-0.14,-0.56,-1.66,10.31,-0.04,-0.03,-0.13
646,9.73,1.53,-4.47,0.02,0.08,0.14,-6.67,-4.45,-3.30,0.26,-0.02,0.03,-1.38,-0.08,11.67,-0.08,-0.15,-0.06,-2.77,2.40,10.15,-0.01,-0.11,-0.06,-0.28,3.13,10.47,0.01,-0.07,-0.10,-0.20,-1.83,10.15,-0.13,-0.12,-0.11
666,9.67,1.25,-4.33,0.06,0.14,0.19,-6.62,-4.47,-2.90,0.35,-0.04,0.02,-0.82,-0.22,11.39,-0.12,-0.22,-0.01,-2.17,2.21,10.00,-0.04,-0.15,0.00,0.23,2.75,10.26,-0.02,-0.11,-0.02,0.21,-2.13,9.84,-0.16,-0.17,-0.06
686,9.52,0.92,-4.08,0.08,0.16,0.20,-6.40,-4.43,-2.42,0.40,-0.02,0.02,-0.35,-0.49,11.05,-0.12,-0.25,0.05,-1.66,1.92,9.84,-0.04,-0.14,0.07,0.59,2.37,10.09,-0.00,-0.08,0.02,0.47,-2.40,9.57,-0.13,-0.16,-0.01
707,9.48,0.69,-3.82,0.08,0.14,0.16,-6.01,-4.48,-2.22,0.42,0.06,0.07,-0.06,-0.91,10.68,-0.07,-0.21,0.08,-1.34,1.51,9.68,0.01,-0.08,0.10,0.69,2.01,9.98,0.08,0.00,0.02,0.47,-2.57,9.38,-0.02,-0.08,0.00
727,9.49,0.69,-3.62,0.05,0.08,0.09,-5.74,-4.43,-2.06,0.40,0.16,0.15,-0.10,-1.09,10.49,0.02,-0.11,0.08,-1.41,1.36,9.55,0.11,0.02,0.07,0.52,1.97,9.88,0.19,0.12,-0.06,0.28,-2.49,9.29,0.10,0.04,-0.02
747,9.36,0.85,-3.53,-0.02,-0.03,0.00,-5.63,-4.42,-2.17,0.35,0.28,0.23,-0.43,-0.89,10.49,0.10,-0.03,0.05,-1.82,1.55,9.42,0.18,0.10,0.02,0.13,2.22,9.76,0.26,0.20,-0.12,-0.03,-2.20,9.27,0.18,0.12,-0.04
767,9.19,1.13,-3.62,-0.08,-0.10,-0.06,-5.79,-4.24,-2.11,0.30,0.32,0.25,-0.86,-0.55,10.53,0.12,0.02,0.04,-2.29,1.83,9.30,0.19,0.13,-0.01,-0.28,2.55,9.65,0.27,0.23,-0.15,-0.34,-1.87,9.25,0.18,0.14,-0.05
787,8.98,1.32,-3.71,-0.09,-0.14,-0.08,-5.88,-4.13,-2.17,0.20,0.27,0.22,-1.18,-0.24,10.54,0.09,0.02,0.02,-2.61,2.03,9.14,0.16,0.10,-0.02,-0.55,2.71,9.45,0.23,0.19,-0.13,-0.48,-1.67,9.12,0.13,0.10,-0.03
807,8.78,1.44,-3.77,-0.09,-0.12,-0.07,-5.78,-4.00,-2.20,0.16,0.18,0.15,-1.25,-0.17,10.39,0.04,-0.02,0.01,-2.63,2.03,8.98,0.12,0.06,-0.02,-0.58,2.72,9.34,0.19,0.13,-0.09,-0.50,-1.60,9.09,0.10,0.06,-0.03
827,8.67,1.47,-3.82,-0.08,-0.09,-0.05,-5.65,-3.89,-2.23,0.10,0.10,0.10,-1.16,-0.19,10.31,0.02,-0.02,-0.01,-2.53,2.03,8.97,0.10,0.05,-0.03,-0.51,2.74,9.40,0.18,0.11,-0.09,-0.46,-1.58,9.22,0.08,0.06,-0.04
847,8.73,1.52,-3.92,-0.08,-0.08,-0.06,-5.56,-3.94,-2.52,0.06,0.09,0.08,-1.15,-0.19,10.46,0.01,0.02,-0.03,-2.60,2.10,9.17,0.08,0.08,-0.08,-0.57,2.88,9.67,0.17,0.14,-0.13,-0.58,-1.57,9.54,0.07,0.11,-0.06
868,9.00,1.65,-4.07,-0.09,-0.05,-0.07,-5.73,-4.09,-2.90,0.04,0.12,0.07,-1.36,-0.18,10.84,0.01,0.07,-0.06,-2.91,2.13,9.49,0.08,0.11,-0.11,-0.81,2.95,10.00,0.16,0.17,-0.18,-0.79,-1.61,9.85,0.07,0.15,-0.08
888,9.37,1.84,-4.24,-0.09,-0.03,-0.07,-6.05,-4.25,-3.20,0.03,0.12,0.07,-1.65,-0.12,11.25,0.01,0.06,-0.06,-3.25,2.24,9.79,0.07,0.09,-0.11,-1.05,3.08,10.27,0.15,0.16,-0.18,-0.94,-1.66,10.08,0.05,0.12,-0.09
908,9.66,1.91,-4.38,-0.04,-0.01,-0.01,-6.39,-4.41,-3.27,0.04,0.06,0.05,-1.79,-0.08,11.55,-0.02,0.00,-0.05,-3.37,2.27,9.97,0.04,0.01,-0.06,-1.07,3.06,10.40,0.11,0.06,-0.11,-0.86,-1.76,10.10,-0.01,0.01,-0.07
928,9.74,1.72,-4.29,0.02,0.01,0.07,-6.45,-4.57,-3.12,0.06,-0.03,0.02,-1.55,-0.18,11.49,-0.06,-0.09,-0.03,-3.02,2.18,9.96,0.01,-0.07,-0.02,-0.70,2.87,10.30,0.08,-0.04,-0.04,-0.49,-1.95,9.91,-0.05,-0.10,-0.05
948,9.66,1.37,-4.09,0.08,0.02,0.13,-6.36,-4.60,-2.65,0.08,-0.11,0.00,-0.94,-0.40,11.18,-0.09,-0.17,0.01,-2.34,1.96,9.83,-0.00,-0.13,0.04,-0.13,2.49,10.10,0.07,-0.09,0.02,-0.02,-2.25,9.61,-0.05,-0.16,-0.02
968,9.53,1.03,-3.82,0.14,-0.01,0.14,-6.08,-4.55,-2.16,0.06,-0.13,-0.00,-0.40,-0.69,10.79,-0.06,-0.18,0.04,-1.70,1.68,9.66,0.03,-0.11,0.08,0.31,2.13,9.94,0.11,-0.07,0.05,0.30,-2.49,9.34,0.01,-0.15,0.02
989,9.40,0.84,-3.61,0.16,-0.06,0.09,-5.81,-4.44,-1.85,-0.02,-0.11,0.03,-0.11,-0.91,10.49,0.00,-0.11,0.07,-1.44,1.47,9.51,0.09,-0.03,0.09,0.45,1.94,9.83,0.20,0.01,0.05,0.31,-2.55,9.21,0.11,-0.07,0.05
