timestamp,a0x,a0y,a0z,g0x,g0y,g0z,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z,a5x,a5y,a5z,g5x,g5y,g5z
241,8.71,0.40,-5.15,-0.04,0.07,0.15,-7.75,-3.26,-1.21,-0.01,-0.14,0.07,0.44,1.16,10.93,0.05,-0.18,0.05,-0.99,3.82,9.29,0.12,-0.11,0.10,1.13,4.21,9.27,0.17,-0.09,0.09,1.61,-0.47,9.59,0.04,-0.16,0.00
261,8.57,0.30,-4.93,0.00,0.08,0.17,-7.67,-3.42,-1.14,0.05,-0.18,-0.00,0.61,1.23,10.91,-0.04,-0.24,0.07,-0.80,3.86,9.32,0.03,-0.17,0.12,1.36,4.09,9.28,0.08,-0.12,0.12,1.79,-0.68,9.53,-0.06,-0.19,0.03
281,8.59,0.14,-4.69,0.00,0.13,0.17,-7.45,-3.54,-0.95,0.09,-0.18,-0.10,0.93,0.89,10.75,-0.14,-0.26,0.08,-0.43,3.49,9.33,-0.06,-0.19,0.12,1.61,3.65,9.31,-0.01,-0.11,0.13,1.98,-1.07,9.40,-0.13,-0.18,0.05
302,8.70,-0.09,-4.45,-0.00,0.17,0.16,-7.21,-3.65,-0.75,0.10,-0.14,-0.15,1.38,0.53,10.60,-0.19,-0.22,0.08,0.09,3.26,9.40,-0.11,-0.15,0.10,2.05,3.42,9.44,-0.04,-0.05,0.10,2.31,-1.36,9.46,-0.15,-0.09,0.05
322,8.84,-0.20,-4.44,-0.03,0.18,0.08,-7.14,-3.67,-0.66,0.07,-0.04,-0.16,1.65,0.33,10.63,-0.21,-0.11,0.07,0.31,3.13,9.56,-0.13,-0.04,0.06,2.19,3.34,9.62,-0.03,0.06,0.05,2.38,-1.46,9.62,-0.12,0.03,0.06
342,9.09,-0.23,-4.55,-0.05,0.16,-0.04,-7.33,-3.72,-0.76,0.02,0.07,-0.14,1.60,0.31,10.85,-0.19,0.02,0.06,0.20,3.14,9.72,-0.13,0.07,0.01,2.07,3.38,9.76,-0.00,0.17,-0.01,2.26,-1.41,9.74,-0.08,0.14,0.06
362,9.26,-0.14,-4.76,-0.03,0.11,-0.14,-7.53,-3.68,-0.89,-0.04,0.15,-0.10,1.34,0.36,10.99,-0.16,0.11,0.05,-0.11,3.19,9.75,-0.09,0.15,-0.02,1.80,3.53,9.73,0.04,0.23,-0.05,2.04,-1.21,9.74,-0.03,0.19,0.04
382,9.25,-0.05,-4.92,0.01,0.04,-0.20,-7.71,-3.58,-0.96,-0.07,0.18,-0.05,1.05,0.54,11.04,-0.11,0.15,0.03,-0.43,3.34,9.63,-0.04,0.18,-0.05,1.52,3.74,9.55,0.09,0.23,-0.09,1.88,-0.92,9.66,0.01,0.19,0.02
402,9.06,-0.01,-5.02,0.03,0.00,-0.18,-7.90,-3.49,-0.96,-0.06,0.15,-0.01,0.76,0.82,11.04,-0.08,0.11,0.01,-0.72,3.54,9.46,-0.01,0.12,-0.05,1.32,3.90,9.37,0.11,0.17,-0.09,1.76,-0.74,9.49,0.01,0.12,-0.01
423,8.88,0.05,-4.99,0.03,-0.01,-0.08,-7.95,-3.46,-0.90,-0.02,0.07,0.00,0.65,0.90,10.97,-0.07,0.01,0.01,-0.77,3.56,9.35,0.00,0.03,-0.02,1.30,3.89,9.27,0.10,0.07,-0.05,1.77,-0.74,9.40,0.00,0.02,-0.02
443,8.81,-0.00,-4.87,0.01,0.00,0.03,-7.76,-3.47,-0.83,0.02,-0.02,0.01,0.84,0.77,10.80,-0.07,-0.08,0.00,-0.49,3.39,9.27,0.01,-0.05,-0.00,1.54,3.64,9.22,0.11,-0.00,-0.02,1.95,-0.98,9.30,-0.00,-0.04,-0.04
464,8.81,-0.11,-4.75,0.00,-0.01,0.08,-7.50,-3.50,-0.68,0.04,-0.06,0.02,1.12,0.55,10.61,-0.04,-0.11,-0.00,-0.19,3.19,9.25,0.04,-0.07,-0.00,1.75,3.43,9.22,0.13,-0.02,-0.02,2.09,-1.16,9.23,0.03,-0.06,-0.04
484,8.80,-0.18,-4.61,0.01,-0.05,0.07,-7.33,-3.51,-0.60,0.03,-0.06,0.05,1.30,0.45,10.53,-0.01,-0.09,-0.00,-0.02,3.11,9.28,0.08,-0.04,-0.01,1.83,3.34,9.25,0.17,-0.00,-0.04,2.11,-1.22,9.25,0.07,-0.03,-0.04
504,8.83,-0.10,-4.66,0.01,-0.09,0.03,-7.34,-3.39,-0.67,-0.00,-0.03,0.09,1.15,0.46,10.58,0.05,-0.04,-0.01,-0.26,3.13,9.32,0.13,0.01,-0.02,1.60,3.46,9.31,0.23,0.02,-0.05,1.88,-1.05,9.39,0.14,-0.01,-0.05
524,8.88,0.12,-4.85,0.02,-0.13,0.02,-7.51,-3.27,-0.93,-0.04,-0.03,0.14,0.81,0.70,10.75,0.11,-0.01,-0.01,-0.62,3.43,9.33,0.18,0.03,-0.02,1.34,3.88,9.33,0.27,0.02,-0.07,1.72,-0.71,9.57,0.17,-0.02,-0.06
545,8.81,0.26,-5.03,0.04,-0.16,0.03,-7.73,-3.28,-1.10,-0.05,-0.06,0.15,0.62,1.14,10.95,0.11,-0.03,-0.01,-0.84,3.87,9.35,0.17,0.01,-0.02,1.29,4.25,9.32,0.25,0.00,-0.05,1.74,-0.48,9.69,0.13,-0.05,-0.05
566,8.71,0.24,-4.98,0.03,-0.11,0.05,-7.78,-3.40,-1.12,-0.01,-0.08,0.09,0.66,1.29,11.01,0.04,-0.08,-0.00,-0.80,3.94,9.36,0.10,-0.04,-0.01,1.36,4.20,9.33,0.16,-0.02,-0.01,1.79,-0.60,9.64,0.04,-0.08,-0.02
586,8.71,0.15,-4.76,0.02,-0.04,0.07,-7.65,-3.58,-1.02,0.04,-0.09,0.00,0.81,1.05,10.91,-0.06,-0.12,0.01,-0.57,3.69,9.40,0.01,-0.08,0.01,1.55,3.91,9.39,0.07,-0.03,0.01,1.97,-0.91,9.58,-0.05,-0.08,-0.00
607,8.77,0.02,-4.58,-0.01,0.03,0.07,-7.42,-3.63,-0.91,0.07,-0.06,-0.07,1.15,0.74,10.79,-0.13,-0.11,0.02,-0.20,3.42,9.47,-0.06,-0.06,0.00,1.81,3.63,9.49,0.02,0.02,0.01,2.12,-1.16,9.60,-0.08,-0.02,0.01
627,8.91,-0.04,-4.56,-0.04,0.08,0.03,-7.35,-3.64,-0.86,0.05,0.01,-0.10,1.31,0.54,10.82,-0.15,-0.04,0.03,-0.06,3.28,9.61,-0.09,0.01,-0.02,1.89,3.51,9.66,0.01,0.09,-0.02,2.16,-1.31,9.71,-0.08,0.06,0.02
648,9.15,-0.00,-4.68,-0.05,0.09,-0.05,-7.48,-3.69,-0.97,0.01,0.08,-0.10,1.26,0.47,11.03,-0.15,0.04,0.03,-0.18,3.26,9.79,-0.09,0.08,-0.02,1.78,3.55,9.82,0.03,0.16,-0.04,2.02,-1.28,9.86,-0.05,0.12,0.03
669,9.35,0.05,-4.82,-0.04,0.05,-0.11,-7.69,-3.70,-1.08,-0.03,0.13,-0.07,1.05,0.53,11.18,-0.13,0.10,0.03,-0.43,3.35,9.83,-0.07,0.13,-0.03,1.61,3.71,9.82,0.06,0.19,-0.06,1.92,-1.08,9.88,-0.03,0.15,0.03
689,9.29,0.04,-4.98,-0.02,0.01,-0.12,-7.91,-3.64,-1.06,-0.05,0.12,-0.05,0.87,0.76,11.22,-0.11,0.10,0.03,-0.63,3.55,9.71,-0.06,0.12,-0.03,1.47,3.91,9.62,0.06,0.17,-0.06,1.86,-0.83,9.75,-0.03,0.12,0.02
709,9.08,0.01,-5.06,-0.00,-0.00,-0.08,-7.95,-3.55,-0.98,-0.03,0.09,-0.04,0.74,0.90,11.09,-0.11,0.05,0.02,-0.72,3.58,9.48,-0.04,0.06,-0.02,1.40,3.91,9.36,0.06,0.11,-0.05,1.84,-0.74,9.51,-0.03,0.06,0.00
729,8.86,-0.03,-5.00,0.01,-0.00,-0.02,-7.80,-3.48,-0.86,0.01,0.03,-0.03,0.79,0.90,10.88,-0.11,-0.03,0.02,-0.60,3.53,9.30,-0.03,-0.01,0.00,1.51,3.82,9.21,0.07,0.05,-0.03,1.95,-0.79,9.35,-0.03,0.00,-0.01
750,8.72,-0.11,-4.88,0.01,0.00,0.03,-7.64,-3.44,-0.69,0.04,-0.00,-0.02,1.01,0.82,10.70,-0.10,-0.09,0.01,-0.35,3.42,9.21,-0.01,-0.07,0.02,1.70,3.65,9.15,0.09,0.02,-0.01,2.08,-0.94,9.26,-0.02,-0.03,-0.02
770,8.71,-0.15,-4.81,0.04,-0.02,0.03,-7.54,-3.38,-0.51,0.04,-0.03,-0.01,1.22,0.69,10.58,-0.09,-0.12,0.02,-0.12,3.29,9.21,0.02,-0.08,0.05,1.85,3.50,9.19,0.12,0.03,0.00,2.18,-1.08,9.24,0.02,-0.05,0.00
790,8.74,-0.15,-4.81,0.11,-0.07,-0.02,-7.47,-3.38,-0.54,0.01,-0.03,0.01,1.26,0.59,10.55,-0.06,-0.11,0.05,-0.11,3.22,9.25,0.05,-0.05,0.06,1.78,3.47,9.25,0.16,0.06,-0.00,2.09,-1.11,9.32,0.07,-0.03,0.01
810,8.81,-0.02,-4.88,0.19,-0.12,-0.07,-7.47,-3.32,-0.72,-0.04,-0.03,0.04,1.08,0.57,10.63,-0.01,-0.07,0.06,-0.33,3.23,9.30,0.10,-0.00,0.07,1.54,3.56,9.31,0.22,0.08,-0.00,1.87,-0.97,9.42,0.13,-0.02,0.02
830,8.83,0.16,-4.98,0.23,-0.17,-0.09,-7.51,-3.29,-0.96,-0.08,-0.04,0.08,0.83,0.79,10.76,0.05,-0.04,0.07,-0.61,3.53,9.32,0.14,0.03,0.06,1.37,3.95,9.31,0.25,0.08,-0.01,1.80,-0.67,9.56,0.14,-0.02,0.02
850,8.70,0.20,-5.01,0.21,-0.17,-0.07,-7.66,-3.34,-1.05,-0.07,-0.04,0.08,0.73,1.11,10.87,0.04,-0.03,0.06,-0.73,3.83,9.30,0.12,0.02,0.05,1.33,4.18,9.27,0.22,0.07,0.00,1.81,-0.53,9.61,0.10,-0.03,0.02
870,8.61,0.16,-4.90,0.17,-0.12,-0.05,-7.63,-3.49,-1.04,-0.03,-0.05,0.02,0.74,1.16,10.89,-0.03,-0.06,0.06,-0.69,3.82,9.32,0.04,-0.01,0.04,1.37,4.10,9.29,0.13,0.05,0.02,1.85,-0.68,9.55,0.01,-0.04,0.03
890,8.62,0.09,-4.72,0.12,-0.05,-0.04,-7.48,-3.60,-0.94,0.02,-0.04,-0.06,0.91,0.91,10.79,-0.10,-0.07,0.06,-0.47,3.53,9.34,-0.03,-0.03,0.04,1.53,3.79,9.34,0.06,0.05,0.03,1.94,-0.94,9.50,-0.05,-0.03,0.05
911,8.71,0.02,-4.62,0.07,0.00,-0.04,-7.31,-3.62,-0.86,0.03,-0.01,-0.10,1.10,0.61,10.74,-0.15,-0.05,0.06,-0.27,3.33,9.42,-0.08,-0.01,0.02,1.66,3.59,9.47,0.02,0.08,0.01,2.04,-1.15,9.56,-0.07,0.02,0.05
931,8.86,0.04,-4.68,0.02,0.02,-0.07,-7.26,-3.62,-0.93,0.01,0.04,-0.10,1.20,0.48,10.82,-0.16,0.02,0.05,-0.20,3.23,9.57,-0.10,0.05,-0.00,1.69,3.54,9.63,0.03,0.14,-0.01,2.01,-1.22,9.72,-0.05,0.09,0.05
951,9.06,0.09,-4.81,0.01,-0.01,-0.12,-7.33,-3.65,-1.10,-0.02,0.12,-0.08,1.10,0.41,10.97,-0.15,0.10,0.04,-0.33,3.23,9.71,-0.09,0.12,-0.04,1.58,3.61,9.77,0.05,0.20,-0.07,1.93,-1.16,9.86,-0.02,0.16,0.03
971,9.19,0.13,-4.96,-0.00,-0.05,-0.17,-7.45,-3.60,-1.22,-0.05,0.19,-0.03,0.97,0.49,11.07,-0.12,0.17,0.01,-0.50,3.33,9.73,-0.06,0.18,-0.08,1.42,3.76,9.75,0.09,0.25,-0.12,1.79,-0.99,9.84,0.02,0.22,-0.00
991,9.15,0.17,-5.12,-0.01,-0.09,-0.18,-7.80,-3.58,-1.22,-0.06,0.20,0.01,0.65,0.71,11.16,-0.09,0.18,-0.01,-0.82,3.47,9.65,-0.03,0.18,-0.09,1.16,3.92,9.59,0.11,0.23,-0.14,1.66,-0.77,9.70,0.03,0.18,-0.02
