timestamp,a0x,a0y,a0z,g0x,g0y,g0z,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z,a5x,a5y,a5z,g5x,g5y,g5z
199,-0.93,7.97,-4.96,-0.04,0.50,-0.18,-0.77,-8.20,0.45,-0.04,-0.32,-0.25,2.83,7.45,4.72,0.03,0.29,0.17,0.75,6.93,5.50,-0.01,0.28,0.17,0.31,3.80,9.01,-0.02,0.18,0.25,4.12,6.49,4.91,0.17,0.20,0.12
219,-1.23,8.08,-4.83,0.01,0.30,-0.20,-0.66,-8.24,0.43,-0.13,-0.25,0.05,2.92,7.52,4.82,0.22,0.15,-0.02,0.95,7.22,5.43,0.24,0.14,0.01,0.38,4.52,8.95,0.15,0.17,0.10,4.17,6.48,5.10,0.29,0.10,-0.04
239,-0.77,8.30,-4.42,0.07,0.20,-0.23,-1.53,-8.55,0.08,-0.21,-0.29,0.14,2.73,8.11,4.59,0.29,0.17,-0.07,0.61,8.09,5.19,0.28,0.20,0.01,-0.11,5.24,9.13,0.18,0.21,0.11,4.04,6.95,4.93,0.27,0.11,-0.03
259,-0.97,8.30,-4.56,0.11,0.27,-0.26,-1.62,-8.70,-0.23,-0.17,-0.23,0.09,2.50,8.46,4.51,0.24,0.15,-0.04,0.36,8.24,5.14,0.19,0.18,0.00,-0.39,5.28,9.21,0.15,0.18,0.06,3.95,7.37,4.80,0.23,0.07,-0.05
279,-0.64,8.20,-5.23,0.11,0.37,-0.19,-1.81,-8.77,-0.54,-0.10,-0.20,0.16,2.41,8.75,4.24,0.27,0.08,-0.03,0.19,8.56,4.97,0.26,0.10,0.03,-0.48,5.67,9.28,0.29,0.11,0.02,4.16,7.97,4.40,0.25,-0.10,-0.05
299,-0.50,8.27,-5.85,0.08,0.39,-0.17,-2.71,-9.11,-0.50,-0.00,-0.19,0.29,2.73,9.25,3.71,0.30,-0.08,-0.01,0.63,9.26,4.54,0.34,-0.07,0.04,-0.17,6.82,9.10,0.28,-0.05,0.04,4.75,8.05,3.99,0.23,-0.23,0.05
319,-0.34,8.30,-5.97,0.06,0.15,-0.07,-3.49,-9.18,-0.10,0.09,-0.17,0.31,3.43,9.54,3.18,0.29,-0.11,0.11,1.38,9.81,3.94,0.28,-0.09,0.15,0.46,7.58,8.60,0.24,-0.08,0.12,5.33,8.20,3.79,0.20,-0.14,0.14
339,-0.32,8.10,-5.76,0.07,-0.16,-0.00,-3.77,-9.23,0.41,0.13,-0.09,0.14,3.84,9.68,2.94,0.15,0.03,0.18,1.88,9.96,3.85,0.09,0.05,0.19,0.90,7.64,8.45,0.08,-0.01,0.19,5.55,8.20,3.86,0.06,0.05,0.22
359,-1.13,8.45,-5.62,-0.03,0.16,-0.19,-3.67,-8.96,0.47,0.05,-0.11,-0.15,3.77,9.48,3.08,-0.01,0.20,0.15,1.70,9.52,4.04,-0.11,0.19,0.14,0.65,7.04,8.70,-0.15,0.08,0.19,5.32,8.15,4.06,-0.04,0.26,0.14
379,-0.65,8.51,-5.71,-0.05,0.11,-0.08,-2.94,-9.13,0.32,-0.02,-0.13,-0.26,3.66,9.36,3.62,-0.15,0.26,0.07,1.50,9.29,4.55,-0.22,0.23,0.06,0.62,6.47,9.04,-0.22,0.15,0.12,5.16,7.87,4.44,-0.09,0.30,0.09
399,-0.73,8.60,-5.71,-0.07,-0.12,-0.05,-2.42,-9.09,0.17,-0.10,-0.00,-0.30,3.47,9.13,4.05,-0.16,0.26,0.01,1.21,8.92,4.99,-0.21,0.23,-0.02,0.34,5.93,9.23,-0.18,0.20,0.04,4.85,7.84,4.62,-0.11,0.29,-0.05
419,-0.93,8.67,-5.71,-0.08,-0.27,-0.05,-1.98,-9.03,-0.12,-0.18,0.08,-0.21,3.12,8.98,4.18,-0.14,0.21,-0.12,0.81,8.75,5.00,-0.15,0.17,-0.14,0.00,5.81,9.30,-0.14,0.17,-0.09,4.52,7.68,4.63,-0.10,0.22,-0.13
439,-0.87,8.47,-5.59,-0.06,-0.33,-0.03,-2.33,-8.91,-0.17,-0.18,0.15,-0.12,2.82,8.83,4.15,-0.11,0.15,-0.16,0.68,8.66,4.82,-0.10,0.13,-0.16,-0.21,5.88,9.00,-0.07,0.17,-0.12,4.29,7.56,4.37,-0.08,0.15,-0.16
459,-0.99,8.20,-5.66,-0.04,-0.33,-0.02,-2.44,-8.74,-0.28,-0.14,0.13,-0.05,2.63,8.81,3.82,-0.05,0.10,-0.15,0.52,8.64,4.54,-0.05,0.07,-0.14,-0.30,5.97,8.73,-0.01,0.12,-0.12,4.25,7.68,4.10,-0.05,0.07,-0.15
479,-0.95,7.93,-5.64,-0.03,-0.28,0.03,-2.53,-8.65,-0.22,-0.09,0.10,0.01,2.74,8.78,3.61,-0.03,0.02,-0.13,0.68,8.70,4.34,-0.02,-0.00,-0.12,-0.14,6.16,8.62,-0.01,0.05,-0.11,4.35,7.60,4.00,-0.03,0.01,-0.12
499,-1.07,7.88,-5.64,-0.03,-0.13,0.05,-2.78,-8.66,-0.04,-0.05,0.05,0.02,2.90,8.81,3.57,-0.00,-0.00,-0.07,0.90,8.82,4.28,0.01,-0.02,-0.08,0.02,6.35,8.63,0.00,0.02,-0.05,4.57,7.57,4.06,-0.02,0.00,-0.05
519,-1.06,7.71,-5.37,-0.05,-0.04,0.02,-2.63,-8.66,0.07,-0.03,0.03,-0.01,3.05,8.85,3.60,-0.03,0.00,-0.04,1.03,8.73,4.42,-0.03,-0.02,-0.05,0.24,6.18,8.64,-0.08,0.01,-0.03,4.57,7.51,4.22,-0.06,0.04,-0.03
539,-1.16,8.09,-5.41,-0.08,0.10,-0.04,-2.56,-8.68,0.11,-0.05,0.03,-0.06,3.09,8.64,3.78,-0.05,0.03,-0.05,1.04,8.61,4.59,-0.04,0.02,-0.06,0.21,5.98,8.78,-0.06,0.03,-0.03,4.55,7.52,4.35,-0.03,0.06,-0.07
559,-0.97,8.17,-5.34,-0.10,0.21,-0.07,-2.40,-8.72,0.08,-0.07,0.02,-0.05,3.03,8.82,3.90,-0.04,0.04,-0.08,0.91,8.64,4.61,-0.04,0.03,-0.08,0.09,5.96,8.83,-0.07,0.05,-0.06,4.56,7.54,4.34,-0.05,0.06,-0.08
579,-0.36,7.84,-5.24,-0.15,0.21,-0.18,-2.28,-8.76,-0.06,-0.07,0.07,-0.06,2.98,8.94,3.83,-0.09,0.02,-0.08,0.81,8.87,4.65,-0.09,0.01,-0.09,0.00,6.06,9.00,-0.17,0.05,-0.07,4.61,7.48,4.38,-0.12,0.06,-0.07
599,-0.97,8.70,-5.16,-0.09,-0.04,-0.03,-2.17,-8.82,0.02,-0.07,0.09,-0.11,3.07,8.72,4.19,-0.10,0.02,-0.10,0.94,8.54,4.91,-0.10,0.01,-0.15,0.12,5.69,8.99,-0.09,0.07,-0.10,4.30,7.47,4.71,-0.12,0.08,-0.14
619,-0.68,8.16,-5.20,-0.09,-0.21,-0.01,-1.72,-8.69,-0.27,-0.11,0.14,-0.08,2.59,8.71,4.12,-0.12,-0.00,-0.16,0.26,8.43,4.96,-0.10,-0.04,-0.18,-0.54,5.40,9.16,-0.12,0.03,-0.22,4.05,7.57,4.64,-0.16,-0.01,-0.21
639,-1.00,8.29,-5.02,-0.07,-0.38,0.04,-1.79,-8.65,-0.41,-0.07,0.33,0.01,2.46,8.65,4.36,-0.15,-0.12,-0.22,0.36,8.33,5.01,-0.09,-0.13,-0.26,-0.41,5.51,9.01,-0.07,-0.02,-0.30,3.87,7.18,4.84,-0.19,-0.04,-0.23
659,-1.36,8.02,-4.78,-0.05,-0.39,0.05,-1.94,-8.59,-0.44,-0.04,0.32,0.02,2.23,8.35,4.32,-0.15,-0.11,-0.17,0.14,8.23,4.91,-0.10,-0.11,-0.17,-0.58,5.46,8.96,-0.07,-0.06,-0.23,3.70,7.11,4.75,-0.17,-0.04,-0.16
679,-1.20,8.40,-4.64,-0.03,-0.13,0.04,-1.92,-8.50,-0.49,0.03,0.22,-0.00,2.20,8.23,4.39,-0.12,-0.12,-0.07,0.16,8.03,5.04,-0.09,-0.12,-0.08,-0.55,5.17,8.92,-0.04,-0.10,-0.11,3.70,6.87,4.82,-0.10,-0.09,-0.04
699,-1.10,8.06,-4.78,0.01,-0.00,0.07,-1.72,-8.47,-0.20,0.10,0.05,0.03,2.39,8.03,4.45,-0.03,-0.12,0.02,0.41,7.78,5.09,0.00,-0.14,0.01,-0.22,5.02,8.95,0.00,-0.14,-0.00,4.04,6.81,4.72,-0.01,-0.16,0.03
719,-1.00,8.17,-4.74,0.03,0.06,0.11,-1.65,-8.47,0.09,0.11,-0.05,0.09,2.73,8.05,4.43,0.09,-0.15,0.06,0.80,7.86,5.03,0.11,-0.19,0.05,0.18,5.16,8.82,0.07,-0.14,0.04,4.29,6.72,4.75,0.07,-0.17,0.06
739,-0.85,8.11,-4.89,0.06,0.09,0.10,-1.89,-8.47,0.33,0.10,-0.13,0.14,3.09,8.12,4.27,0.15,-0.12,0.06,1.11,8.03,4.93,0.15,-0.13,0.06,0.40,5.30,8.85,0.13,-0.12,0.05,4.70,7.13,4.52,0.11,-0.20,0.02
759,-0.71,8.25,-4.84,0.06,0.05,0.09,-1.72,-8.59,0.44,0.02,0.04,0.15,3.34,8.54,4.15,0.13,-0.14,-0.05,1.21,8.26,4.96,0.15,-0.15,-0.08,0.55,5.54,8.88,0.10,-0.07,-0.12,4.64,7.15,4.73,0.04,-0.12,-0.12
779,-0.77,8.35,-4.98,0.08,-0.03,0.01,-2.07,-8.83,0.24,-0.05,0.10,0.15,3.12,8.59,4.32,0.08,-0.10,-0.14,0.94,8.60,5.06,0.12,-0.07,-0.13,0.12,5.74,9.18,0.10,0.00,-0.17,4.51,7.52,4.82,0.04,-0.09,-0.18
799,-0.86,8.52,-5.09,0.08,-0.10,-0.00,-2.05,-9.01,-0.31,-0.06,0.14,0.14,2.80,9.03,4.29,0.05,-0.11,-0.14,0.52,8.89,5.02,0.08,-0.07,-0.13,-0.32,5.91,9.31,0.10,0.01,-0.20,4.26,7.79,4.85,-0.00,-0.08,-0.19
819,-0.96,8.58,-5.22,0.10,-0.18,-0.04,-2.32,-9.09,-0.54,-0.02,0.18,0.15,2.59,9.10,4.32,0.01,-0.12,-0.14,0.44,9.00,5.04,0.07,-0.11,-0.13,-0.40,6.16,9.36,0.11,-0.01,-0.17,4.36,7.83,4.80,0.00,-0.14,-0.13
839,-1.12,8.64,-5.21,0.06,-0.22,0.04,-2.46,-9.12,-0.61,0.01,0.11,0.14,2.80,9.31,4.10,0.03,-0.13,-0.07,0.55,9.19,4.85,0.07,-0.12,-0.08,-0.24,6.39,9.28,0.05,-0.07,-0.10,4.46,7.89,4.62,-0.04,-0.10,-0.07
859,-1.03,8.57,-5.08,0.03,-0.19,0.04,-2.56,-9.01,-0.26,0.02,0.13,0.06,2.97,9.12,4.00,-0.03,-0.08,-0.05,0.83,9.01,4.74,-0.00,-0.10,-0.06,0.02,6.25,9.04,-0.03,-0.05,-0.06,4.56,7.63,4.58,-0.07,-0.04,-0.03
879,-0.93,8.40,-5.18,-0.00,-0.16,0.02,-2.40,-8.84,-0.10,0.00,0.12,-0.00,2.98,8.92,4.00,-0.05,-0.04,-0.03,0.91,8.74,4.74,-0.05,-0.05,-0.06,0.12,5.92,8.92,-0.04,-0.01,-0.08,4.52,7.55,4.52,-0.09,0.00,-0.06
899,-1.13,8.22,-5.12,-0.04,-0.12,-0.03,-2.29,-8.62,0.09,-0.02,0.15,-0.02,3.00,8.71,3.99,-0.09,-0.02,-0.09,0.92,8.52,4.68,-0.08,-0.02,-0.11,0.14,5.79,8.78,-0.06,0.04,-0.13,4.51,7.42,4.44,-0.12,0.02,-0.13
919,-1.71,7.91,-4.95,-0.09,-0.02,-0.10,-2.15,-8.54,-0.05,-0.07,0.17,-0.03,2.92,8.60,3.90,-0.11,0.00,-0.15,0.77,8.49,4.60,-0.09,0.00,-0.15,-0.10,5.88,8.67,-0.11,0.05,-0.17,4.15,7.30,4.44,-0.13,0.09,-0.16
939,-0.89,8.25,-4.88,-0.12,0.10,-0.07,-2.28,-8.60,-0.32,-0.09,0.15,-0.09,2.48,8.60,4.01,-0.13,0.04,-0.12,0.34,8.49,4.70,-0.12,0.03,-0.11,-0.45,5.67,8.92,-0.11,0.02,-0.08,3.87,7.20,4.56,-0.13,0.09,-0.06
959,-0.84,8.04,-4.82,-0.08,-0.09,-0.02,-1.84,-8.52,-0.41,-0.02,0.18,-0.12,2.32,8.36,4.30,-0.13,0.03,-0.03,0.24,8.12,4.97,-0.14,-0.01,-0.04,-0.51,5.22,8.97,-0.13,-0.02,-0.05,3.76,7.08,4.80,-0.12,0.05,-0.00
980,-1.09,8.15,-4.69,-0.04,-0.20,0.05,-1.61,-8.48,-0.36,0.03,0.14,-0.10,2.27,8.22,4.55,-0.11,-0.01,0.01,0.18,7.92,5.22,-0.10,-0.04,-0.01,-0.52,4.98,9.12,-0.09,-0.06,-0.02,3.67,6.91,4.97,-0.10,-0.01,0.04
