timestamp,a0x,a0y,a0z,g0x,g0y,g0z,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z,a5x,a5y,a5z,g5x,g5y,g5z
261,-0.67,8.09,-3.81,-0.04,0.19,-0.03,-0.89,-8.30,-1.02,0.06,-0.22,0.34,0.87,6.30,6.27,0.29,0.93,-0.28,-2.45,9.03,6.91,-1.19,1.17,0.82,-1.30,5.44,11.61,-0.07,-0.07,-0.45,2.84,4.86,6.45,0.01,-0.07,0.13
281,-0.63,8.60,-4.00,0.05,0.06,-0.04,0.25,-7.91,-0.05,0.12,-0.04,0.46,1.27,6.85,6.11,-0.01,0.18,0.18,0.86,8.87,8.56,-1.00,0.87,1.20,-2.97,1.82,9.44,-0.11,-0.37,0.09,3.65,5.94,6.08,-0.10,-0.06,0.12
301,-1.13,8.22,-4.22,0.08,-0.02,0.02,-0.02,-7.69,0.05,0.04,-0.66,0.38,2.30,7.17,5.59,-0.09,-0.04,0.08,-1.92,3.29,6.72,-0.45,-0.10,-0.42,-1.86,3.29,9.46,-0.29,0.69,-0.21,2.95,6.88,6.30,-0.14,-0.15,-0.18
320,-0.60,8.57,-4.15,0.13,-0.11,0.02,-1.78,-8.10,0.07,0.09,0.08,0.28,2.27,7.16,5.62,0.04,-0.09,-0.19,-5.15,6.36,8.19,-0.52,-0.33,-0.11,-0.20,3.36,9.24,1.25,-1.05,-0.45,3.24,6.79,5.89,0.02,-0.16,-0.14
341,-1.62,8.09,-4.18,0.15,-0.22,0.03,-2.24,-8.84,-1.14,0.04,0.53,0.16,1.40,8.08,6.18,0.05,-0.25,-0.13,0.18,4.79,7.24,0.05,0.03,-0.12,-1.78,3.55,9.71,-0.00,-0.13,0.13,3.55,5.90,5.77,0.06,-0.22,-0.08
361,-0.93,8.87,-4.44,0.18,-0.02,0.09,-0.89,-9.16,-0.70,0.06,0.28,0.06,2.31,7.88,5.87,0.25,-0.14,0.04,-1.05,6.48,7.53,0.16,-0.13,0.20,-1.30,4.13,10.46,0.52,-0.21,0.36,4.03,6.96,6.12,0.16,-0.16,0.03
381,-0.66,8.73,-4.57,0.16,0.13,0.09,-1.87,-9.25,-0.47,0.17,0.05,0.09,2.30,8.38,5.87,0.17,-0.20,0.19,-0.31,7.09,7.48,0.33,-0.16,0.38,-0.82,3.96,10.17,0.19,-0.36,0.38,4.23,6.80,5.82,0.20,-0.27,0.26
401,-0.72,8.96,-4.60,0.10,0.16,0.08,-1.58,-9.25,-0.06,0.10,-0.04,0.08,2.80,8.30,5.77,0.30,-0.13,0.29,0.15,6.63,7.44,0.34,-0.28,0.51,-0.34,4.19,10.20,0.24,-0.37,0.41,4.58,7.02,6.09,0.21,-0.13,0.16
421,-0.64,8.98,-4.52,0.06,0.15,0.01,-1.58,-9.15,0.30,0.08,-0.20,0.08,3.12,8.14,5.78,0.23,-0.06,0.19,0.55,7.04,7.43,0.43,-0.27,0.57,-0.16,4.30,10.17,0.21,-0.22,0.40,4.75,6.80,5.96,0.20,-0.05,0.10
441,-0.68,9.04,-4.44,0.01,0.11,-0.05,-1.56,-9.11,0.20,-0.00,-0.24,-0.05,3.24,8.35,5.78,0.18,0.01,0.08,0.71,7.41,7.59,0.26,-0.10,0.34,-0.11,4.35,10.21,0.12,-0.05,0.28,4.55,7.04,5.95,0.08,0.10,-0.03
461,-0.73,8.90,-4.33,-0.02,0.02,-0.09,-0.90,-8.95,-0.16,-0.12,-0.07,-0.12,2.81,8.21,5.66,0.03,0.12,-0.06,0.19,6.93,7.35,0.06,0.10,0.04,-0.68,3.97,10.10,0.06,0.03,0.14,4.07,6.92,5.83,0.01,0.17,-0.10
481,-0.77,8.74,-4.46,-0.03,-0.08,-0.10,-0.96,-8.94,-0.65,-0.15,0.21,-0.13,2.22,8.05,5.72,-0.01,0.11,-0.14,-0.34,6.67,7.24,0.06,0.08,-0.04,-1.01,3.73,9.97,0.11,-0.03,0.06,3.53,6.85,5.82,-0.04,0.17,-0.18
502,-0.95,8.60,-4.47,-0.04,-0.13,-0.07,-0.86,-8.82,-1.21,-0.11,0.35,-0.08,1.82,7.98,5.71,-0.01,0.08,-0.17,-0.62,6.56,7.17,0.06,0.09,-0.12,-1.68,3.59,9.93,0.20,-0.15,0.06,3.26,6.81,5.69,-0.04,0.10,-0.17
522,-0.96,8.43,-4.50,-0.02,-0.09,-0.03,-1.10,-8.76,-1.03,0.13,0.43,0.01,1.42,8.03,5.56,-0.01,0.01,-0.12,-1.26,6.69,7.12,0.05,0.03,-0.18,-1.29,3.94,10.00,0.31,-0.33,0.12,3.09,6.78,5.68,-0.05,-0.03,-0.05
542,-0.90,8.34,-4.45,0.00,-0.01,0.04,-1.43,-8.67,-0.50,0.23,0.23,0.02,1.73,7.98,5.59,-0.04,-0.10,0.06,-0.54,6.82,7.04,0.03,-0.13,0.03,-0.94,4.32,9.80,0.21,-0.27,0.25,3.60,6.59,5.68,-0.03,-0.11,0.12
562,-0.73,8.49,-4.32,0.02,0.07,0.10,-1.44,-8.81,-0.19,0.32,0.01,-0.04,2.28,7.86,5.69,0.01,-0.08,0.19,-0.11,6.76,7.06,0.06,-0.16,0.16,-0.64,4.13,9.81,0.21,-0.28,0.37,3.96,6.49,5.87,0.02,-0.08,0.23
582,-0.57,8.81,-4.36,0.04,0.12,0.12,-0.97,-9.09,-0.15,0.38,0.01,-0.06,2.56,7.85,5.82,0.03,-0.04,0.27,0.05,6.45,7.40,0.07,-0.12,0.09,-0.18,3.75,10.08,0.31,-0.40,0.42,4.16,6.54,6.08,0.06,-0.08,0.27
601,-0.63,8.92,-4.51,0.03,0.16,0.10,-0.61,-9.08,0.30,0.39,-0.07,0.02,2.84,7.82,6.19,0.05,-0.06,0.25,0.43,6.48,7.74,0.11,-0.14,0.14,0.34,3.78,10.14,0.27,-0.22,0.29,4.35,6.50,6.18,0.08,-0.09,0.15
621,-1.12,8.83,-4.55,-0.00,0.18,0.02,-0.50,-8.99,0.25,0.27,0.01,0.10,3.12,7.78,5.99,0.13,-0.05,0.09,0.68,6.49,7.54,0.21,-0.10,0.07,0.25,3.91,9.88,0.28,-0.08,0.13,4.41,6.78,5.99,0.14,-0.04,-0.04
641,-0.56,9.01,-4.54,-0.03,0.12,-0.10,-0.77,-8.87,-0.02,0.09,0.12,0.18,2.66,8.12,5.70,0.16,0.00,-0.09,0.14,6.95,7.26,0.20,-0.03,-0.07,-0.38,4.38,10.03,0.22,-0.02,-0.05,4.01,6.91,5.82,0.11,0.00,-0.15
661,-0.91,8.70,-4.40,-0.01,-0.03,-0.11,-1.38,-8.95,-0.28,0.09,0.36,0.18,2.31,8.23,5.70,0.11,0.01,-0.14,-0.01,7.08,7.22,0.12,-0.05,-0.08,-0.40,4.74,9.90,0.15,0.01,-0.05,3.71,7.01,5.84,0.03,0.04,-0.18
681,-1.03,8.66,-4.53,0.00,0.04,-0.11,-1.88,-8.94,-0.38,-0.05,0.10,-0.00,2.05,8.16,5.41,0.03,-0.00,-0.17,-0.49,7.16,6.90,0.05,0.01,-0.04,-0.89,4.69,9.76,0.09,0.04,0.08,3.44,7.03,5.48,0.06,0.02,-0.12
701,-0.74,8.34,-4.85,0.03,-0.05,-0.03,-1.36,-8.85,-0.49,-0.01,-0.02,-0.03,1.70,8.42,5.31,0.09,-0.05,-0.07,-0.58,7.01,6.77,0.09,-0.05,-0.01,-0.91,4.56,9.64,0.14,-0.04,0.10,3.49,7.32,5.21,0.05,-0.10,-0.04
721,-0.88,8.26,-4.90,0.05,-0.21,0.07,-1.63,-8.75,-0.37,0.00,-0.05,0.02,2.00,8.41,5.05,0.09,-0.15,-0.01,-0.20,7.24,6.67,0.15,-0.16,0.01,-0.53,4.97,9.50,0.15,-0.13,0.07,3.77,7.14,5.36,0.01,-0.15,-0.01
741,-0.86,8.39,-4.56,0.07,-0.23,0.13,-2.05,-8.88,-0.02,-0.03,-0.20,-0.04,2.44,8.26,5.12,-0.00,-0.13,0.03,0.24,7.43,6.66,0.05,-0.13,0.06,-0.07,5.17,9.42,0.04,-0.06,0.17,4.14,6.88,5.40,-0.04,-0.07,0.05
761,-0.88,8.47,-4.46,0.07,-0.10,0.11,-1.68,-8.88,0.22,-0.02,-0.26,-0.24,2.75,8.16,5.26,-0.05,-0.06,0.05,0.41,7.29,6.85,-0.08,-0.07,0.11,0.12,4.99,9.65,-0.10,0.03,0.21,4.39,6.77,5.64,-0.06,0.04,0.06
782,-0.96,8.42,-4.24,0.05,-0.05,0.05,-1.28,-9.07,0.30,-0.03,-0.26,-0.33,2.93,8.09,5.61,-0.09,0.06,0.08,0.54,6.88,7.01,-0.11,-0.06,0.15,0.06,4.61,9.87,-0.25,0.03,0.16,4.39,6.63,5.98,-0.03,0.16,0.14
802,-0.73,9.14,-4.40,0.03,0.14,0.04,-0.99,-9.52,0.02,-0.05,-0.18,-0.37,3.14,7.98,6.05,-0.02,0.15,0.12,0.50,6.86,7.69,-0.03,-0.05,0.19,0.37,4.12,10.33,-0.19,0.03,0.13,4.55,6.81,6.34,0.05,0.19,0.12
822,-0.50,9.18,-4.63,-0.03,0.19,-0.02,-0.72,-9.48,0.31,-0.12,-0.35,-0.29,2.95,8.24,6.23,0.00,0.17,0.07,0.57,6.68,7.88,0.01,0.03,0.27,0.24,3.95,10.42,-0.18,0.14,0.16,4.43,6.86,6.27,0.03,0.15,0.04
843,-0.56,9.16,-4.51,-0.07,0.07,-0.07,-0.41,-9.28,0.05,-0.18,-0.25,-0.19,2.85,8.11,6.08,0.03,0.16,-0.04,0.42,6.92,7.60,0.04,0.03,0.19,0.01,4.20,10.21,-0.19,0.19,0.04,4.13,6.96,6.10,0.01,0.17,-0.12
863,-0.74,8.87,-4.42,-0.08,-0.10,-0.07,-0.40,-9.08,-0.42,-0.24,-0.01,-0.12,2.31,8.20,5.76,0.00,0.15,-0.17,0.03,6.94,7.23,-0.01,0.05,0.00,-0.58,4.07,10.04,-0.23,0.16,-0.14,3.62,6.97,5.82,-0.05,0.17,-0.20
883,-0.86,8.61,-4.43,-0.08,-0.19,-0.06,-0.86,-8.89,-0.64,-0.22,0.16,-0.10,1.79,8.13,5.53,-0.06,0.08,-0.22,-0.39,6.75,7.00,-0.04,0.02,-0.09,-0.97,4.07,9.79,-0.14,0.10,-0.12,3.17,6.85,5.61,-0.10,0.12,-0.21
903,-0.96,8.27,-4.51,-0.07,-0.17,-0.02,-1.20,-8.63,-0.64,-0.14,0.15,-0.09,1.63,7.84,5.37,-0.09,-0.00,-0.16,-0.41,6.67,6.77,-0.03,-0.05,-0.02,-1.02,4.20,9.55,-0.11,0.02,-0.00,3.14,6.55,5.37,-0.08,0.03,-0.10
923,-0.85,8.05,-4.47,-0.03,-0.08,0.04,-1.09,-8.56,-0.50,-0.03,-0.03,-0.12,1.63,7.63,5.23,-0.02,-0.04,-0.00,-0.32,6.55,6.68,0.02,-0.09,0.12,-1.35,4.36,10.27,-0.17,-0.66,0.09,3.14,6.36,5.43,-0.01,-0.07,0.08
944,-0.62,8.00,-4.48,0.02,0.05,0.09,-1.24,-8.64,-0.38,0.17,-0.07,-0.20,1.85,7.38,5.43,0.00,-0.15,0.17,0.12,6.11,6.63,0.01,-0.25,0.31,-0.04,3.59,8.92,-0.10,-0.32,0.18,3.61,6.15,5.32,0.05,-0.18,0.22
964,-0.65,8.16,-4.44,0.07,0.11,0.12,-0.40,-8.36,0.32,0.21,-0.25,0.01,2.51,7.33,5.30,0.13,-0.13,0.24,0.57,6.24,6.84,0.15,-0.20,0.26,0.27,3.56,9.32,0.06,-0.19,0.10,3.99,6.34,5.43,0.12,-0.19,0.15
984,-0.50,8.26,-4.42,0.11,0.07,0.11,-0.42,-8.47,0.42,0.14,-0.21,0.12,2.70,7.49,5.49,0.16,-0.13,0.11,0.75,6.30,6.95,0.18,-0.17,0.11,0.37,3.68,9.51,0.12,-0.16,0.01,4.12,6.38,5.63,0.12,-0.20,0.04
