timestamp,a0x,a0y,a0z,g0x,g0y,g0z,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z,a4x,a4y,a4z,g4x,g4y,g4z,a5x,a5y,a5z,g5x,g5y,g5z
303,9.64,1.28,-2.22,0.01,0.19,0.00,-2.26,-8.70,0.99,-0.04,0.05,-0.15,-2.97,7.89,5.02,-0.22,-0.10,-0.03,-1.58,9.27,0.88,-0.15,-0.06,-0.03,0.55,9.39,0.03,-0.05,0.03,-0.08,2.69,8.77,2.33,-0.16,0.03,-0.07
323,9.53,1.32,-2.22,-0.10,0.13,-0.03,-2.48,-8.72,1.21,-0.04,0.12,-0.09,-2.74,7.91,4.90,-0.17,-0.12,-0.07,-1.29,9.12,0.88,-0.10,-0.09,-0.04,0.76,9.16,0.13,-0.01,0.00,-0.08,2.83,8.49,2.39,-0.12,0.01,-0.07
343,9.32,1.23,-2.19,-0.09,0.13,-0.03,-2.60,-8.65,1.48,-0.02,0.11,-0.07,-2.48,8.01,4.76,-0.15,-0.08,-0.03,-1.05,9.12,0.74,-0.07,-0.05,-0.03,1.01,9.09,0.07,0.02,0.04,-0.07,3.06,8.44,2.27,-0.07,0.04,-0.05
364,9.29,1.05,-2.39,-0.05,0.19,-0.05,-2.79,-8.59,1.73,-0.04,0.05,-0.08,-2.30,8.17,4.60,-0.16,-0.03,0.01,-0.90,9.19,0.49,-0.06,-0.02,-0.03,1.23,9.25,-0.18,0.06,0.08,-0.09,3.27,8.64,2.12,-0.03,0.08,-0.07
384,9.47,0.97,-2.60,0.00,0.22,-0.08,-3.07,-8.83,1.78,-0.09,-0.04,-0.10,-2.38,8.43,4.54,-0.15,-0.00,0.07,-1.01,9.40,0.31,0.00,-0.02,-0.02,1.17,9.43,-0.28,0.12,0.14,-0.14,3.20,8.83,2.08,0.05,0.12,-0.09
404,9.84,1.09,-2.78,0.05,0.17,-0.09,-3.20,-9.04,1.57,-0.08,-0.16,-0.11,-2.55,8.47,4.62,-0.07,-0.00,0.16,-1.18,9.49,0.36,0.17,-0.07,-0.03,0.99,9.47,-0.24,0.26,0.22,-0.14,3.06,8.89,2.12,0.16,0.15,-0.07
424,9.90,1.22,-2.56,0.11,0.07,-0.06,-3.05,-9.10,1.30,-0.05,-0.25,-0.09,-2.72,8.46,4.72,0.01,-0.01,0.28,-1.41,9.58,0.46,0.29,-0.15,-0.10,0.78,9.53,-0.28,0.39,0.29,-0.13,2.89,9.03,2.11,0.28,0.16,-0.05
444,9.87,1.26,-2.48,0.11,0.04,-0.03,-2.92,-8.98,1.16,-0.07,-0.28,-0.08,-2.76,8.52,4.78,0.04,0.01,0.32,-1.48,9.75,0.48,0.28,-0.20,-0.16,0.69,9.60,-0.48,0.42,0.32,-0.11,2.85,9.08,1.93,0.28,0.16,-0.02
465,9.59,1.25,-2.34,0.04,0.10,-0.02,-2.79,-8.88,1.19,-0.16,-0.20,-0.09,-2.66,8.56,4.70,-0.00,-0.01,0.26,-1.41,9.79,0.44,0.11,-0.25,-0.25,0.80,9.72,-0.60,0.33,0.31,-0.09,2.97,9.11,1.85,0.20,0.16,-0.01
485,9.50,1.10,-2.36,-0.07,0.13,-0.01,-2.51,-8.78,1.29,-0.30,-0.02,-0.08,-2.51,8.55,4.70,-0.09,-0.07,0.08,-1.24,9.70,0.41,-0.09,-0.29,-0.34,1.01,9.49,-0.52,0.26,0.27,-0.08,3.14,8.88,1.90,0.15,0.15,-0.01
505,9.48,1.01,-2.41,-0.16,0.11,-0.03,-2.44,-8.72,1.54,-0.48,0.20,-0.04,-2.22,8.49,4.69,-0.19,-0.14,-0.12,-1.04,9.53,0.46,-0.22,-0.28,-0.35,1.17,9.41,-0.44,0.22,0.23,-0.06,3.29,8.79,1.87,0.12,0.14,-0.02
525,9.51,0.80,-2.37,-0.18,0.08,-0.04,-2.36,-8.62,1.49,-0.59,0.39,0.01,-2.29,8.27,4.88,-0.23,-0.23,-0.33,-1.18,9.40,0.69,-0.26,-0.29,-0.35,1.01,9.20,-0.31,0.23,0.17,-0.07,3.14,8.69,1.97,0.17,0.07,-0.03
545,9.76,0.88,-2.32,-0.24,0.03,-0.02,-2.22,-8.84,1.37,-0.59,0.50,0.15,-2.31,8.06,4.91,-0.16,-0.38,-0.46,-1.17,9.15,0.72,-0.17,-0.29,-0.32,1.10,9.37,-0.33,0.30,0.12,-0.04,3.24,8.82,1.98,0.22,0.03,-0.03
565,9.72,1.01,-2.48,-0.24,-0.05,-0.02,-2.75,-8.92,1.36,-0.48,0.55,0.28,-2.30,8.40,4.70,-0.09,-0.46,-0.45,-1.18,9.38,0.52,-0.08,-0.25,-0.29,1.17,9.57,-0.59,0.30,0.12,-0.02,3.31,9.05,1.80,0.23,0.03,-0.03
585,9.70,0.97,-2.62,-0.16,-0.08,-0.04,-3.02,-8.89,1.28,-0.35,0.51,0.29,-2.33,8.46,4.62,-0.03,-0.41,-0.39,-1.31,9.38,0.43,-0.01,-0.18,-0.28,1.12,9.61,-0.72,0.30,0.09,-0.06,3.24,9.14,1.69,0.23,-0.00,-0.08
606,9.83,0.99,-2.66,-0.13,-0.12,-0.07,-3.08,-8.96,0.97,-0.21,0.43,0.29,-2.63,8.45,4.76,0.06,-0.33,-0.31,-1.62,9.43,0.51,0.12,-0.15,-0.24,0.93,9.68,-0.77,0.32,0.03,-0.08,3.05,9.22,1.65,0.24,-0.08,-0.09
626,9.96,1.20,-2.73,-0.13,-0.17,-0.07,-3.17,-9.01,0.70,-0.00,0.36,0.31,-2.87,8.44,4.74,0.17,-0.25,-0.23,-1.83,9.37,0.46,0.28,-0.12,-0.14,0.78,9.59,-0.84,0.37,0.02,-0.07,2.92,9.21,1.60,0.29,-0.13,-0.07
647,9.87,1.40,-2.75,-0.09,-0.19,-0.03,-3.40,-8.94,0.68,0.23,0.26,0.30,-2.93,8.63,4.53,0.26,-0.14,-0.07,-1.85,9.54,0.26,0.39,-0.06,-0.04,0.79,9.71,-1.07,0.40,0.05,-0.06,2.95,9.40,1.45,0.30,-0.13,-0.05
667,9.63,1.46,-2.89,-0.02,-0.15,-0.02,-3.65,-8.84,0.72,0.34,0.15,0.21,-2.96,8.92,4.29,0.24,-0.03,0.06,-1.88,9.79,-0.06,0.39,0.01,0.03,0.81,9.90,-1.33,0.33,0.07,-0.10,3.01,9.62,1.24,0.22,-0.08,-0.08
688,9.59,1.45,-2.95,0.01,-0.06,-0.05,-3.80,-8.90,0.71,0.34,0.04,0.05,-3.01,9.12,4.29,0.14,0.07,0.13,-1.90,9.95,-0.10,0.30,0.05,0.08,0.76,9.93,-1.33,0.21,0.07,-0.12,2.97,9.56,1.27,0.11,-0.04,-0.08
708,9.76,1.45,-2.89,0.02,0.03,-0.05,-3.59,-9.00,0.73,0.31,-0.05,-0.06,-2.96,9.01,4.46,0.04,0.13,0.19,-1.82,9.87,0.06,0.22,0.10,0.15,0.76,9.85,-1.16,0.13,0.07,-0.09,2.97,9.47,1.35,0.06,-0.02,-0.05
729,9.82,1.37,-2.80,0.04,0.06,-0.03,-3.34,-8.96,0.87,0.29,-0.10,-0.11,-2.80,8.85,4.47,-0.02,0.16,0.21,-1.69,9.77,0.08,0.17,0.12,0.19,0.79,9.80,-1.10,0.07,0.04,-0.08,3.01,9.41,1.36,0.01,-0.03,-0.05
749,9.69,1.34,-2.74,0.03,0.07,-0.04,-3.29,-8.85,1.06,0.25,-0.14,-0.14,-2.65,8.77,4.37,-0.06,0.18,0.21,-1.58,9.66,0.01,0.11,0.13,0.17,0.79,9.75,-1.05,-0.01,0.01,-0.11,2.96,9.32,1.38,-0.06,-0.02,-0.07
769,9.56,1.37,-2.66,0.04,0.11,-0.06,-3.34,-8.78,1.13,0.20,-0.21,-0.20,-2.60,8.75,4.33,-0.12,0.22,0.21,-1.53,9.63,0.04,0.04,0.15,0.18,0.74,9.66,-0.94,-0.12,-0.01,-0.10,2.90,9.18,1.46,-0.12,0.02,-0.07
789,9.51,1.47,-2.61,0.07,0.16,-0.07,-3.48,-8.82,1.09,0.11,-0.41,-0.27,-2.67,8.74,4.36,-0.22,0.32,0.28,-1.62,9.57,0.09,-0.02,0.19,0.28,0.71,9.44,-0.85,-0.15,0.04,-0.03,2.81,9.06,1.49,-0.12,0.07,-0.02
809,9.70,1.41,-2.50,0.12,0.19,-0.05,-2.86,-8.92,0.89,0.07,-0.49,-0.31,-2.83,8.48,4.67,-0.25,0.31,0.30,-1.69,9.52,0.28,-0.02,0.16,0.35,0.58,9.49,-0.74,-0.12,0.04,0.00,2.73,9.15,1.54,-0.11,0.04,0.01
829,9.84,1.34,-2.32,0.06,0.16,-0.01,-2.75,-8.89,0.99,0.05,-0.48,-0.24,-2.73,8.34,4.72,-0.19,0.25,0.27,-1.57,9.48,0.37,0.01,0.09,0.30,0.57,9.47,-0.60,-0.04,0.01,0.01,2.72,9.09,1.66,-0.08,-0.01,0.01
849,9.80,1.43,-2.33,0.02,0.09,0.02,-3.03,-8.93,1.09,0.05,-0.55,-0.18,-2.67,8.49,4.61,-0.13,0.26,0.31,-1.47,9.53,0.26,0.03,0.08,0.27,0.66,9.48,-0.63,0.01,0.02,0.04,2.81,9.07,1.64,-0.05,-0.01,0.04
869,9.67,1.41,-2.35,0.04,0.07,0.05,-2.83,-8.93,1.16,0.04,-0.63,-0.17,-2.64,8.60,4.55,-0.14,0.28,0.33,-1.34,9.64,0.17,-0.01,0.08,0.27,0.81,9.56,-0.69,-0.00,0.04,0.05,2.97,9.10,1.59,-0.05,0.01,0.07
890,9.68,1.25,-2.36,0.05,0.09,0.06,-2.64,-8.97,1.29,0.01,-0.53,-0.18,-2.55,8.59,4.59,-0.16,0.23,0.27,-1.21,9.62,0.17,-0.05,0.06,0.24,0.90,9.52,-0.67,-0.00,0.05,0.05,3.07,9.09,1.56,-0.04,0.00,0.07
910,9.82,1.09,-2.36,0.02,0.08,0.07,-2.49,-9.04,1.44,0.02,-0.34,-0.15,-2.42,8.54,4.65,-0.14,0.14,0.20,-1.06,9.61,0.20,-0.03,0.01,0.20,1.02,9.52,-0.62,0.05,0.02,0.04,3.20,9.08,1.58,-0.01,-0.03,0.05
930,9.87,1.03,-2.43,-0.01,0.03,0.07,-2.48,-9.06,1.57,0.03,-0.13,-0.07,-2.32,8.64,4.61,-0.10,0.02,0.10,-0.92,9.69,0.14,-0.02,-0.03,0.13,1.15,9.59,-0.65,0.10,0.01,0.03,3.31,9.11,1.57,0.02,-0.04,0.03
950,9.79,1.00,-2.46,-0.03,-0.00,0.06,-2.68,-9.05,1.71,0.02,0.04,-0.02,-2.20,8.77,4.48,-0.10,-0.07,0.02,-0.82,9.78,0.04,-0.05,-0.04,0.08,1.20,9.66,-0.71,0.09,0.02,0.01,3.35,9.17,1.53,0.01,-0.01,0.02
970,9.70,0.99,-2.44,-0.03,0.01,0.03,-2.76,-9.03,1.66,-0.02,0.18,-0.02,-2.25,8.77,4.52,-0.14,-0.12,-0.08,-0.87,9.76,0.13,-0.11,-0.03,0.02,1.08,9.67,-0.67,0.05,0.01,-0.02,3.23,9.16,1.56,-0.02,-0.01,-0.01
990,9.74,1.07,-2.39,-0.05,0.03,0.01,-2.69,-9.02,1.54,-0.05,0.27,-0.01,-2.37,8.63,4.61,-0.17,-0.15,-0.14,-1.03,9.65,0.23,-0.15,-0.04,-0.02,0.97,9.62,-0.60,0.01,-0.00,-0.02,3.09,9.11,1.62,-0.05,-0.02,-0.01
